bank,header,body,H_keywords,H_keyword_notes,N_keywords_notes,N_keywords
first_direct,Contacting us about security concerns,"If your card is lost, stolen or damaged, please call us as soon as possible on 0800 085 2404. You can also let us know via our Mobile App: Ã¢ÂÂ¢ by selecting the account your cardÃ¢ÂÂs linked to on the main screen Ã¢ÂÂ¢ then the more/menu icon (in the bottom right on iOS or the top left on Android) Ã¢ÂÂ¢ then select Ã¢ÂÂCardsÃ¢ÂÂ Ã¢ÂÂ¢ swipe to the relevant card Ã¢ÂÂ¢ select Ã¢ÂÂReport lost, stolen or damagedÃ¢ÂÂ under the card Ã¢ÂÂ¢ then the relevant option Ã¢ÂÂ¢ follow the on-screen instructions to order a replacement. If youÃ¢ÂÂre not sure if one of your cards is lost, you can also place a temporary freeze on it by following these instructions. This will block any transactions until you unfreeze it, or report it lost, stolen or damaged. If you have any problems or questions, please send us a message via Online Banking or if you need to speak to someone, give us a call on 03 456 100 100 and weÃ¢ÂÂll be happy to help. If your PIN, security device or security details are lost, stolen, or you believe someoneÃ¢ÂÂs used (or tried to use) them, please tell us as soon as possible by calling the number above (unless a Third Party Provider has done this as part of services youÃ¢ÂÂve signed up for).",1.0,"security, contact",security,1
first_direct,Additional information,nan,0.0,,additional,1
first_direct,Services for disabled customers,"Customers with disabilities may find the following services particularly convenient: Ã¢ÂÂ¢ textphone to textphone service - please call 03 456 100 147 to access this service Ã¢ÂÂ¢ statements and correspondence in Braille, audio and large print Ã¢ÂÂ¢ cheque, pay-in slip and plastic card templates Ã¢ÂÂ¢ hearing loops in HSBC branches to assist hearing aid users Ã¢ÂÂ¢ calls via the Text Relay service Ã¢ÂÂ¢ chip and signature cards Ã¢ÂÂ if you have trouble using a chip and PIN card, a chip and signature card can be issued in its place.",0.0,,,0
first_direct,Important information,nan,0.0,,important,1
first_direct,Protecting yourself against Fraud and financial crime,"first direct takes fraud and other financial crime very seriously. For useful tips to help you protect yourself, refer to the following link: firstdirect.com/1/2/security-centre/phishing-fraud-cons",1.0,"protect, fraud, crime",fraud,1
first_direct,Dormant accounts,"If you ask us, weÃ¢ÂÂll tell you how you can access an account that we have suspended because you havenÃ¢ÂÂt used it for a while. If you have money in a dormant account, it will remain your property (or if you die it will form part of your estate).",1.0,dormant,,0
first_direct,Financial difficulties,"If you do find yourself in a position of financial difficulty or you are worried about your finances, please contact us. The sooner you talk to us, the sooner we might be able to help you.",0.0,,,0
first_direct,The Financial Services Compensation Scheme,"Your first direct Bank or Savings Account is protected up to the FSCS compensation limit by the Financial Services Compensation Scheme, the UKÃ¢ÂÂs deposit protection scheme (most deposits are covered by the scheme). For more information, please visit the FSCS website at fscs.org.uk and our Account Terms and Conditions. first direct is a division of HSBC UK Bank plc. HSBC UK Bank plc is authorised by the Prudential Regulation Authority and regulated by the Financial Conduct Authority and the Prudential Regulation Authority under reference 765112, Registered in England number 09928412. Registered Office: 1 Centenary Square, Birmingham B1 1HQ. ÃÂ© HSBC Group 2021. All Rights Reserved.",1.0,compensation,"compensation, scheme",1
santander_c,Terms for cashback applicable to the All in One Credit Card,1 These terms and conditions (Terms) apply to cashback payments on your All in One World MastercardÃÂ® Credit Card (All in One Credit Card). 2 Cashback will be earned on any eligible purchase transactions made where you use your All in One Credit Card. We explain what we mean by Ãeligible purchaseÃ below.,0.0,,"cashback, applicable, credit, card",1
santander_c,Eligible purchases,"3 Eligible purchases are purchases of goods and services made by you or any additional cardholder on your All in One Credit Card (Purchases). Purchases do not include balance transfers, cash advances, travellersÃ cheques, foreign currency, and money orders, interest, unauthorised or fraudulent transactions, account charges of any kind (if applicable), or advances used for lottery or gambling payments.
4 Cashback will not be paid on Purchases that you subsequently cancel or return for a refund.",1.0,eligible,eligible,1
santander_c,How we pay cashback,"5 Cashback will be earned at a rate of 0.5% on the eligible Purchases.
6 The cashback award is supplied by Santander UK plc and does not impact on any other offers supplied by the retailer.
7 We will pay you any cashback earned on your Purchases by crediting
your All in One Credit Card account every month. We will add up the
total eligible Purchases on your statement date. You will earn 0.5% on the total amount spent in that month. The cashback earned each month will be credited to your next monthly All in One Credit Card statement. For example, if you use your All in One Credit Card to make a Purchase in February, the cashback earned for that transaction will be credited to your All in One Credit Card account in March.
8 Because cashback is paid on each statement date, if you close your account before a statement date, you will lose any cashback that has been earned but not yet added to your account.
9 Any Purchases refunded to your All in One Credit Card will be deducted from the total of your Purchases for the month in which the refund is made.
10 If the amount of the refunded Purchases exceeds the amount of Purchases in a month, this may generate a negative cashback amount. If that happens, we will not debit that amount from your account.
11 Cashback payments credited to your All in One Credit Card will not count towards your minimum payment, and you must continue to make your minimum payment in full every month.
12 Cashback that is earned by any additional cardholder will be credited to the primary All in One Credit Card account holder.",1.0,pay,"pay, cashback",1
santander_c,Stopping or changing cashback payments,"13 We can amend these terms and conditions or remove your ability to earn cashback at any time by giving you at least 30 daysÃ notice. We will tell you if we do this by email, post or in your statement.",1.0,payments,cashback,1
santander_c,"Queries, complaints and how we are regulated","14 If you have any queries about a retailer or how much cashback you have earned, please contact Customer Services on 0800 9 123 123*. Calls may be recorded and monitored for training and security purposes.
15 If for any reason youÃre unhappy with the service weÃve provided then please contact our dedicated complaints department on 0800 171 2171*. WeÃll aim to provide you with a decision as quickly as we can. Our complaints leaflet is available upon request and contains further information on our complaints process, including the handling timescales. This information is also available on our website at santander.co.uk. You may also be able to refer your complaint to the Financial Ombudsman Service. Details of how to complain to the Financial Ombudsman Service are available at: www.financialombudsman.org.uk
16 The Financial Conduct Authority, 12 Endeavour Square, London E20 1JN is the supervisory authority under the Consumer Credit Act 1974. We adhere to The Standards of Lending Practice which are monitored and enforced by the LSB: www.lendingstandardsboard.org.uk",1.0,complaints,,0
natwest_p,NatWest Privacy Notice,nan,0.0,,"privacy, notice",1
natwest_p,Contents,nan,0.0,,,0
natwest_p,1 Who we are,"1.1 This privacy notice (the Ã¢ÂÂPrivacy NoticeÃ¢ÂÂ) applies to all personal information processing activities carried out by National Westminster Bank Plc (NatWest). 1.2 NatWest is a data controller in respect of personal information that we process in connection with our business (including the products and services that we provide). In this notice, references to Ã¢ÂÂweÃ¢ÂÂ, Ã¢ÂÂusÃ¢ÂÂ or Ã¢ÂÂourÃ¢ÂÂ are references to NatWest. 1.3 Our principal address is 250 Bishopsgate, London EC2M 4AA and our contact details can be located at natwest.com 1.4 We are a member of NatWest Group plc. More information about the NatWest group can be found at NatWestGroup.com by clicking on Ã¢ÂÂAbout UsÃ¢ÂÂ. 1.5 We respect individualsÃ¢ÂÂ rights to privacy and to the protection of personal information. The purpose of this Privacy Notice is to explain how we collect and use personal information in connection with our business. Ã¢ÂÂPersonal informationÃ¢ÂÂ means information about a living individual who can be identified from that information (either by itself or when it is combined with other information). We may update our Privacy Notice from time to time. When we do we will communicate any changes to you and publish the updated Privacy Notice on our website. We would encourage you to visit our website regularly to stay informed of the purposes for which we process your information and your rights to control how we process it.",0.0,,,0
natwest_p,2 The information we process,"2.1 We collect and process various categories of personal information at the start of, and for the duration of, your relationship with us. We will limit the collection and processing of information to information necessary to achieve one or more legitimate purposes as identified in this notice. Personal information may include: a) basic personal information, including name and address, date of birth and contact details; b) financial information, including account and transactional information and history; c) information about your family, lifestyle and social circumstances (such as dependents, marital status, next of kin and contact details); d) information about your financial circumstances, including personal wealth, assets and liabilities, proof of income and expenditure, credit and borrowing history and needs and goals; e) education and employment information; f) goods and services provided; g) visual images and personal appearance (such as copies of passports or CCTV images); and h) online profile and social media information and activity, based on your interaction with us and our websites and applications, including for example your banking profile and login information, Internet Protocol (IP) address, smart device information, location coordinates, online and mobile banking security authentication, mobile phone network information, searches, site visits and spending patterns. 2.2 We may also process certain special categories of information for specific and limited purposes, such as detecting and preventing financial crime, it is in the wider public interest (for example, to protect customersÃ¢ÂÂ economic well-being) or to make our services accessible to customers. We will only process special categories of information where weÃ¢ÂÂve obtained your explicit consent or are otherwise lawfully permitted to do so (and then only for the particular purposes and activities set out at Schedule A for which the information is provided). This may include: a) information about racial or ethnic origin, b) religious or philosophical beliefs; c) trade union membership; d) physical or psychological health details or medical conditions; and e) biometric information, relating to the physical, physiological or behavioural characteristics of a person, including, for example, using voice recognition or similar technologies to help us prevent fraud and money laundering. 2.3 Where permitted by law, we may process information about criminal convictions or offences and alleged offences for specific and limited activities and purposes, such as to perform checks to prevent and detect crime and to comply with laws relating to money laundering, fraud, terrorist financing, bribery and corruption, and international sanctions. It may involve investigating and gathering intelligence on suspected financial crimes, fraud and threats and sharing data between banks and with law enforcement and regulatory bodies.",0.0,,process,1
natwest_p,3 How we obtain information,"3.1 Your information is made up of all the financial and personal information we collect and hold about you/your business and the proprietors, officers and beneficial owners of that business and your transactions. It includes: a) information you give to us; b) information that we receive from third parties Ã¢ÂÂ including other NatWest group companies, third parties who provide services to you or us, credit reference, fraud prevention or government agencies, and other banks (where permitted by law); c) information that we learn about you through our relationship with you and the way you operate your accounts and/or services, such as the payments made to and from your accounts; d) information that we gather through cookies or similar tracking tools (e.g. pixels) when you use our websites, internet banking, mobile banking app or web chat services. Advertising or targeting cookies or similar technologies may also be used to track your responses to particular adverts, messages or forms, which helps us to ensure we present you with the most relevant content in the future; When running email campaigns, we also track delivery and log when emails are opened and when the links within them are clicked (we do not track an individualÃ¢ÂÂs activity after clicking a link). These tracking logs are created by recording URLs as they are automatically downloaded to the email, for example, when images in the email are activated. We track delivery and analyse the overall open and click rates of bulk emails in order to: Ã¢ÂÂ¢ Identify delivery problems with Internet Service Providers. Ã¢ÂÂ¢ Provide evidence that regulatory messages are being opened. Ã¢ÂÂ¢ Ensure subject lines and email content are clear and helpful. Ã¢ÂÂ¢ Measure the overall performance of communication campaigns. We do not use this technology to target individuals with follow on messages or online content. By default, tracking logs are deleted after 6 months. e) information that we gather from the technology which you use to access our services (for example location data from your mobile phone, or an IP address or telephone number) and how you use it (for example pattern recognition); and f) information that we gather from publicly available sources, such as the press, the electoral register, company registers and online search engines. Information that you make public on social media e.g. Facebook, Twitter.",0.0,,,0
natwest_p,4 Your rights,"4.1 We want to make sure you are aware of your rights in relation to the personal information we process about you. We have described those rights and the circumstances in which they apply in the table below. If you wish to exercise any of these rights, if you have any queries about how we use your personal information that are not answered here, or if you wish to complain to our Data Protection Officer, please contact us at 03457 888 444. Overseas number: +44 3457 888 444. Relay UK 18001 03457 888 444. Please note that in some cases, if you do not agree to the way we process your information, it may not be possible for us to continue to operate your account and/or provide certain products and services to you.",1.0,rights,,0
natwest_p,Table A - Your Rights,nan,1.0,rights,,0
natwest_p,5 Changes to the way we use your information,"From time to time we may change the way we use your information. Where we believe you may not reasonably expect such a change we will notify you and will allow a period of at least 30 days for you to raise any objections before the change is made. However, please note that in some cases, if you do not agree to such changes it may not be possible for us to continue to operate your account and/or provide certain products and services to you.",1.0,change,,0
natwest_p,6 How we use and share your information with other NatWest group companies,We will only use and share your information where it is necessary for us to lawfully carry out our business activities. Your information may be shared with and processed by other NatWest group companies. We want to ensure that you fully understand how your information may be used. We have described the purposes for which your information may be used in detail in a table in Schedule A Ã Purposes of Processing.,1.0,share,"share, group",1
natwest_p,7 Sharing with third parties,"7.1 We will not share your information with anyone outside NatWest except: a) wherewehaveyourpermission; b) where required for your product or service; c) where we are required by law and by law enforcement agencies, judicial bodies, government entities, tax authorities or regulatory bodies around the world; d) with other banks and third parties where required by law to help recover funds that have entered your account as a result of a misdirected payment by such a third party; e) with third parties providing services to us, such as market analysis and benchmarking, correspondent banking, and agents and sub-contractors acting on our behalf, such as the companies which print our account statements; f) with social media companies (in a secure format) or other third party advertisers so they can display relevant messages to you and others about our products and services on our behalf. Third party advertisers may also use information about your previous web activity to tailor adverts which are displayed to you; 6 g) with other banks to help trace funds where you are a victim of suspected financial crime and you have agreed for us to do so, or where we suspect funds have entered your account as a result of a financial crime; h) with debt collection agencies; i) with credit reference and fraud prevention agencies; j) with third-party guarantors or other companies that provide you with benefits or services (such as insurance cover) associated with your product or service; k) where required for a proposed sale, reorganisation, transfer, financial arrangement, asset disposal or other transaction relating to our business and/or assets held by our business; l) in anonymised form as part of statistics or other aggregated data shared with third parties; or m) where permitted by law, it is necessary for our legitimate interests or those of a third party, and it is not inconsistent with the purposes listed above. 7.2 If you ask us to, we will share information with any third party that provides you with account information or payment services. If you ask a third-party provider to provide you with account information or payment services, youÃre allowing that third party to access information relating to your account. WeÃre not responsible for any such third partyÃs use of your account information, which will be governed by their agreement with you and any privacy statement they provide to you. 7.3 In the event that any additional authorised users are added to your account, we may share information about the use of the account by any authorised user with all other authorised users. 7.4 In the event that you link your assets and liabilities with your immediate family under a Fee Family, the sum of the combined assets and liabilities held within the Fee Family may be shared with other members of the Fee Family. In some instances this may allow other members of the Fee Family to calculate the combined assets and liabilities you hold with us. 7.5 NatWest will not share your information with third parties for their own marketing purposes without your permission.",1.0,share,sharing,1
natwest_p,8 Transferring information overseas,"8.1 We may transfer your information to organisations in other countries (including to other NatWest group companies) on the basis that anyone to whom we pass it protects it in the same way we would and in accordance with applicable laws. 8.2 In the event that we transfer information to countries outside of the European Economic Area (which includes countries in the European Union as well as Iceland, Liechtenstein and Norway), we will only do so where: a) the European Commission has decided that the country or the organisation we are sharing your information with will protect your information adequately; b) the transfer has been authorised by the relevant data protection authority; and/or c) we have entered into a contract with the organisation with which we are sharing your information (on terms approved by the European Commission) to ensure your information is adequately protected. If you wish to obtain a copy of the relevant data protection clauses, please contact us at 03457 888 444. Overseas number: +44 3457 888 444. Relay UK 18001 03457 888 444.",1.0,transfer,overseas,1
natwest_p,9 Marketing information,"Unless you have told us that you do not want to hear from us, we will send you relevant marketing information (including details of other products or services provided by us or other NatWest group companies which we believe may be of interest to you), by mail, phone, email, text and other forms of electronic communication. If you change your mind about how you would like us to contact you or you no longer wish to receive this information, you can tell us at any time by contacting us at 03457 888 444. Overseas number: +44 3457 888 444, Relay UK 18001 03457 888 444, via online banking, webchat or in branch.",0.0,,marketing,1
natwest_p,10 Communications about your account,"10.1 We will contact you with information relevant to the operation and maintenance of your account (including updated information about how we process your personal information), by a variety of means including via online banking, mobile banking, email, text message, post and/or telephone. If at any point in the future you change your contact details you should tell us promptly about those changes. 10.2 We may monitor or record calls, emails, text messages or other communications in accordance with applicable laws for the purposes outlined in Schedule A Ã¢ÂÂ Purposes of Processing.",1.0,communication,,0
natwest_p,11 Credit reference and fraud prevention agencies,"11.1 We may access and use information from credit reference and fraud prevention agencies when you open your account and periodically to: a) manage and take decisions about your accounts, including assessing your creditworthiness and checks to avoid customers becoming over-indebted; b) prevent criminal activity, fraud and money laundering; c) check your identity and verify the accuracy of the information you provide to us; and d) trace debtors and recover debts. 11.2 Application decisions may be taken based solely on automated checks of information from credit reference and fraud prevention agencies and internal NatWest records. To help us make decisions on when to give you credit, we use a system called credit scoring to assess your application. To work out your credit score, we look at information you give us when you apply; information from credit reference agencies that will show us whether youÃ¢ÂÂve kept up to date with payments on any credit accounts (that could be any mortgages, loans, credit cards or overdrafts), or if youÃ¢ÂÂve had any court action such as judgments or bankruptcy; your history with us such as maximum level of borrowing; and affordability, by looking at your available net income and existing debts. You have rights in relation to automated decision-making, including a right to appeal if your application is refused. 11.3 We will continue to share information with credit reference agencies about how you manage your account including your account balance, payments into your account, the regularity of payments being made, credit limits and any arrears or default in making payments, while you have a relationship with us. This information will be made available to other organisations (including fraud prevention agencies and other financial institutions) so that they can take decisions about you, your associates and members of your household. 11.4 If false or inaccurate information is provided and/or fraud is identified or suspected, details will be passed to fraud prevention agencies. Law enforcement agencies and other organisations may access and use this information. 11.5 If we, or a fraud prevention agency, determine that you pose a fraud or money laundering risk, we and others may refuse to provide the services and financing you have requested, to employ you, or we may stop providing existing services to you. 11.6 A record of any fraud or money laundering risk will be retained by the fraud prevention agencies, and may result in others refusing to provide services, financing or employment to you. Fraud prevention agencies can hold your information for different periods of time, and if you are considered to pose a fraud or money laundering risk, your data can be held for up to six years. 11.7 If you would like a copy of your information held by the credit reference and fraud prevention agencies we use, or if you want further details of how your information will be used by these agencies, please visit their websites or contact them using the details below. The agencies may charge a fee. ",1.0,fraud,"credit, reference, fraud, prevention",1
natwest_p,12 How long we keep your information,"12.1 By providing you with products or services, we create records that contain your information, such as customer account records, activity records, tax records and lending and credit account records. Records can be held on a variety of media (physical or electronic) and formats. 12.2 We manage our records to help us to serve our customers well (for example for operational reasons, such as dealing with any queries relating to your account) and to comply with legal and regulatory requirements. Records help us demonstrate that we are meeting our responsibilities and to keep as evidence of our business activities. 12.3 Retention periods for records are determined based on the type of record, the nature of the activity, product or service, the country in which the relevant NatWest company is located and the applicable local legal or regulatory requirements. We (and other NatWest group companies) normally keep customer account records for up to ten years after your relationship with the bank ends, whilst other records are retained for shorter periods. Retention periods may be changed from time to time based on business or legal and regulatory requirements. 12.4 We may on exception retain your information for longer periods, particularly where we need to withhold destruction or disposal based on an order from the courts or an investigation by law enforcement agencies or our regulators. This is intended to make sure that the bank will be able to produce records as evidence, if theyÃ¢ÂÂre needed. 12.5 If you would like more information about how long we keep your information, please contact us at 03457 888 444. Overseas number: +44 3457 888 444. Relay UK 18001 03457 888 444.",0.0,,,0
natwest_p,13 Security,We are committed to ensuring that your information is secure with us and with the third parties who act on our behalf. For more information about the steps we are taking to protect your information please visit https://personal.natwest.com/personal/fraud-and-security.html or contact us at 03457 888 444. Overseas number: +44 3457 888 444. Relay UK 18001 03457 888 444.,1.0,security,,0
natwest_p,Schedule A  - Schedule of Purposes of Processing,We will only use and share your information where it is necessary for us to carry out our lawful business activities. Your information may be shared with and processed by other NatWest group companies. We want to ensure that you fully understand how your information may be used. We have described the purposes for which your information may be used in detail in a table below:,0.0,,"schedule, schedule, processing",1
natwest_p,A Contractual necessity,"We may process your information where it is necessary to enter into a contract with you for the provision of our products or services or to perform our obligations under that contract. Please note that if you do not agree to provide us with the requested information, it may not be possible for us to continue to operate your account and/or provide products and services to you. This may include processing to: a) assess and process applications for products or services; b) provide and administer those products and services throughout your relationship with the bank, including opening, setting up or closing your accounts or products; collecting and issuing all necessary documentation; executing your instructions; processing transactions, including transferring money between accounts; making payments to third parties; resolving any queries or discrepancies and administering any changes. Calls to our service centre and communications to our mobile and online helplines may be recorded and monitored for these purposes. c) manage and maintain our relationships with you and for ongoing customer service. This may involve sharing your information with other NatWest group companies to improve the availability of our services, for example enabling customers to visit branches of other NatWest group companies; d) administer any credit facilities or debts, including agreeing repayment options; and e) communicate with you about your account(s) or the products and services you receive from us.",0.0,,,0
natwest_p,B Legal obligation,"When you apply for a product or service (and throughout your relationship with us), we are required by law to collect and process certain personal information about you. Please note that if you do not agree to provide us with the requested information, it may not be possible for us to continue to operate your account and/or provide products and services to you. This may include processing to: f) confirm your identity, including using biometric information and voice-recognition technology and other identification procedures, for example fingerprint verification; g) perform checks and monitor transactions and location data for the purpose of preventing and detecting crime and to comply with laws relating to money laundering, fraud, terrorist financing, bribery and corruption, and international sanctions. This may require us to process information about criminal convictions and offences, to investigate and gather intelligence on suspected financial crimes, fraud and threats and to share data with law enforcement and regulatory bodies; h) assess affordability and suitability of credit for initial credit applications and throughout the duration of the relationship, including analysing customer credit data for regulatory reporting; i) share data with other banks and third parties to help recover funds that have entered your account as a result of a misdirected payment by such a third party; j) share data with police, law enforcement, tax authorities or other government and fraud prevention agencies where we have a legal obligation, including reporting suspicious activity and complying with production and court orders; k) deliver mandatory communications to customers or communicating updates to product and service terms and conditions; l) investigate and resolve complaints; m) conduct investigations into breaches of conduct and corporate policies by our employees; n) manage contentious regulatory matters, investigations and litigation; o) perform assessments and analyse customer data for the purposes of managing, improving and fixing data quality; p) provide assurance that the bank has effective processes to identify, manage, monitor and report the risks it is or might be exposed to; q) investigate and report on incidents or emergencies on the bankÃ¢ÂÂs properties and premises; r) coordinate responses to business-disrupting incidents and to ensure facilities, systems and people are available to continue providing services; and s) monitor dealings to prevent market abuse.",1.0,legal,legal,1
natwest_p,C Legitimate interests of the bank,"We may process your information where it is in our legitimate interests do so as an organisation and without prejudicing your interests or fundamental rights and freedoms. a) We may process your information in the day-to-day running of our business, to manage our business and financial affairs and to protect our customers, employees and property. It is in our interests to ensure that our processes and systems operate effectively and that we can continue operating as a business. This may include processing your information to: (i) monitor, maintain and improve internal business processes, information and data, technology and communications solutions and services (for example confirmation of payee); (ii) ensure business continuity and disaster recovery and responding to information technology and business incidents and emergencies; (iii) ensure network and information security, including monitoring authorised usersÃ¢ÂÂ access to our information technology for the purpose of preventing cyber-attacks, unauthorised use of our telecommunications systems and websites, prevention or detection of crime and protection of your personal data; (iv) provide assurance on the bankÃ¢ÂÂs material risks and reporting to internal management and supervisory authorities on whether the bank is managing them effectively; (v) perform general, financial and regulatory accounting and reporting; (vi) protect our legal rights and interests; (vii) manage and monitor our properties and branches (for example through CCTV) for the purpose of crime prevention and prosecution of offenders, for identifying accidents and incidents and emergency situations and for internal training; and (viii) enable a sale, reorganisation, transfer or other transaction relating to our business. b) It is in our interest as a business to ensure that we provide you with the most appropriate products and services and that we continually develop and improve as an organisation. This may require processing your information to enable us to: (i) identify new business opportunities and to develop enquiries and leads into applications or proposals for new business and to develop our relationship with you; (ii) send you relevant marketing information (including details of other products or services provided by us or other NatWest group companies which we believe may be of interest to you). We may show or send you marketing material online (on our own and other websites including social media platforms), in our app, or by email, sms or post; (iii) understand our customersÃ¢ÂÂ actions, behaviour, preferences, expectations, feedback and financial history in order to improve our products and services, develop new products and services, and to improve the relevance of offers of products and services by NatWest group companies; (iv) monitor the performance and effectiveness of products and services; (v) assess the quality of our customer services and to provide staff training. Calls to our service centres, video calls and communications to our mobile and online helplines may be recorded and monitored for these purposes; (vi) perform analysis on customer complaints for the purposes of preventing errors and process failures and rectifying negative impacts on customers; (vii) compensate customers for loss, inconvenience or distress as a result of services, process or regulatory failures; (viii) identify our customersÃ¢ÂÂ use of third-party products and services in order to facilitate the uses of customer information detailed above; and (ix) combine your information with third-party data, such as economic data in order to understand customersÃ¢ÂÂ needs better and improve our services. We may perform data analysis, data matching and profiling to support decision-making with regards to the activities mentioned above. It may also involve sharing information with third parties who provide a service to us. c) It is in our interest as a business to manage our risk and to determine what products and services we can offer and the terms of those products and services. It is also in our interest to protect our business by preventing financial crime. This may include processing your information to: (i) carry out financial, credit and insurance risk assessments; (ii) manage and take decisions about your accounts; (iii) carry out checks (in addition to statutory requirements) on customers and potential customers, business partners and associated persons, including performing adverse media checks, screening against external databases and sanctions lists and establishing connections to politically exposed persons; (iv) share data with credit reference, fraud prevention agencies and law enforcement agencies; (v) trace debtors and recovering outstanding debt; (vi) for risk reporting and risk management. Application decisions may be taken based on solely automated checks of information from credit reference agencies and internal NatWest records. For more information on how we access and use information from credit reference and fraud prevention agencies see Section 11 Ã¢ÂÂ Credit reference and fraud prevention agencies in this document.",0.0,,legitimate,1
barclays_m,Mortgage Intermediary - Terms and Conditions,Before you submit mortgage applications to Barclays you will need to read and accept these terms and conditions.,0.0,,"mortgage, intermediary",1
barclays_m,nan,"These terms apply between any mortgage intermediary (ÃYouÃ, ÃYourÃ) who does business or wishes to do business with Barclays (ÃWeÃ, ÃUsÃ, ÃOurÃ).",,,,0
barclays_m,In these Terms and Conditions the following definitions shall apply:,nan,0.0,,apply,1
barclays_m,1. Supply of Services,"1.1 You shall submit Applications to Barclays and provide the Services on the terms set out in this Agreement. You agree to provide the Services to Us: (a) in accordance with Applicable Regulations and the Lending Criteria; (b) in accordance with instructions provided by Barclays from time to time; (c) using all reasonable skill, care and efficiency of a diligent provider of services of a similar nature and in accordance with Good Industry Practice; (d) to a standard and in a manner which is at least as favourable as are carried out for mortgage advances to be originated by other lenders; and (e) using appropriately skilled, competent, efficient, experienced and sufficient numbers of Staff. 1.2 You will take all appropriate steps to ensure Staff and third parties contracted by You to provide Services in relation to this Agreement are adequately vetted in accordance with Good Industry Practice, including undertaking, as a minimum, background checks and verifying qualifications. You shall not assign any Staff to any obligations, work or services relating to this Agreement without Barclays prior written consent if You have not complied with such vetting process or if information which arises out of the vetting process or which is otherwise known by You in relation to an individual is such that a service provider exercising Good Industry Practice would not assign such individual to perform any services or any other obligation under this Agreement. 1.3 You will use such standard documentation as instructed by Barclays or as set out in the Lending Criteria, at https://intermediaries.uk.barclays/home/ (or such other website notified by Barclays to You from time to time) or on any Barclays application submission software for the purposes of providing the Services. No other forms may be used by You, other than as agreed in writing between the Parties from time to time. 1.4 Barclays will use reasonable endeavours to give reasonable notice to You of any change in the Lending Criteria (including the lending criteria). 1.5 You acknowledge that You are not the exclusive supplier of any services similar to the Services to Barclays. 1.6 Barclays may, in its absolute discretion and for any reason, refuse to accept any Application.",0.0,,,0
barclays_m,2. Knowing Your Customer (KYC) Checks,"2.1 Before submitting the Application to Barclays, You will verify the ApplicantÃ¢ÂÂs identity in accordance with a standard which is at least as high as that required under both (a) Applicable Regulations and (b) the Barclays verification standards (available at https://intermediaries.uk.barclays/home/lending-criteria/ and as amended from time to time), ensure that the Application has been fully and properly completed and take all reasonable steps to ensure that the information it contains is in every material respect accurate, correct and not misleading. 2.2 You will not withhold any information or documentation that may be material to an Application, and where there is any doubt about whether or not any information or documentation is material for the purposes of this clause 2.2, it must be treated as material. 2.3 All documentation, as required by Barclays and notified to You from time to time, must be obtained by You and sent to Barclays with any Application.",0.0,,,0
barclays_m,3. Applications,"In relation to each Application, You shall: (a) ensure that the Applicant meets Our Lending Criteria; (b) where the Application relates to a Regulated Mortgage Contract, provide the Applicant with all documentation required by, and in accordance with, MCOB; (c) where the Application relates to a Mortgage Advance that is not a Regulated Mortgage Contract, provide the Applicant with all documentation required by, and in accordance with, Barclays instructions and any other Applicable Regulations; (d) ensure that the Applicant is not You or Your Spouse/Civil Partner, an owner, agent or principal of You; (e) not pass to any Applicant any information intended for Your use alone; (f) only submit Applications on the current version of the application Submission Process. You will ensure full and accurate completion of the Submission Process; (g) ensure that the ApplicantÃ¢ÂÂs status as an existing or new customer is accurately recorded in the Application; (h) only submit Applications on the Current Forms. You shall ensure full and accurate completion of the Current Forms, including but not limited to the submission of signed declarations and valid credit card details; (i) provide Barclays, or such other person as Barclays directs, with all supporting documentation as set out in the Lending Criteria applicable to the Mortgage Advance the Applicant is applying for; (j) take all reasonable steps to ensure that the information provided in and with the Application is full, accurate and complete, by the time that You submit the Application to Barclays for underwriting. It is Barclays responsibility to decide whether the Application is complete for its purposes and whether to issue a Mortgage Offer and, if so, on what terms.",1.0,application,,0
barclays_m,4. Authorisation Requirements,"4.1 You warrant that You have obtained, and will maintain throughout the term of this Agreement, all necessary Permissions which are required for You to perform the Services and lawfully fulfil Your obligations under or in connection with this Agreement and carry out all activities required in the processing of Applications and in dealings with Applicants, including permissions required from the FCA and in accordance with the FSMA. 4.2 You will not carry on any activities for which You do not have the requisite Permissions. 4.3 If Barclays is concerned about the quality of business being submitted by You or Your activities in connection with the introduction of Applicants, You shall provide all reasonable co-operation (unless prevented by law or any Applicable Regulation) to investigate any concerns raised. 4.4 You shall advise Barclays as soon as practicable and with reasonable advance notice (at least one month for a change of name) of any expected changes in trading style, company name, trading/registered address, or anything that may adversely impact delivery of the Services to Barclays and provide Barclays with any relevant supporting documentation. 4.5 You shall notify Barclays of any other change to, notices received in respect of, or any other events or circumstances that could have a material adverse effect on, any of Your Permissions or Your ability to perform Your obligations under this Agreement. 4.6 Barclays may terminate this Agreement if You fail to comply with any of the requirements stated in this clause 4.",1.0,requirement,,0
